Order_ID,Customer_ID,Customer_Name,Order_Date,Region,State,City,Product_Category,Product_Name,Quantity_Sold,Unit_Price,Discount_Pct,Sales_Amount,Cost_Amount,Profit_Amount,Profit_Margin_Pct,Payment_Method,Shipping_Mode,Delivery_Status,Customer_Segment
ORD-1177,C1062,Kavita Sinha,2024-06-09,East,Jharkhand,Jamshedpur,Beauty & Personal Care,Lipstick Pack,2,1306.68,28.1,1879.01,984.27,894.74,47.62,Credit Card,Economy,Delivered,Consumer
ORD-1222,C1042,Vivaan Kapoor,2024-06-11,North,Punjab,Chandigarh,Fashion,Ethnic Kurta,3,1526.66,14.5,3915.88,2350.33,1565.55,39.98,Net Banking,Same Day,Delivered,Consumer
ORD-1184,C1058,Tushar Jain,2024-06-12,South,Telangana,Warangal,Home & Kitchen,LED Bulbs Pack,2,13123.65,12.0,23097.62,12044.88,11052.74,47.85,UPI,Same Day,Delivered,Small Business
ORD-1302,C1025,Suman Kulkarni,2024-06-13,East,West Bengal,Durgapur,Home & Kitchen,Bed Sheet Set,5,11249.81,5.9,52930.36,36925.38,16004.98,30.24,Cash on Delivery,Standard,Delivered,Small Business
ORD-1230,C1065,Pooja Rao,2024-06-13,South,Karnataka,Mysuru,Books & Stationery,Fountain Pen,4,862.32,12.3,3025.02,1762.18,1262.84,41.75,Net Banking,Same Day,Delivered,Consumer
ORD-1026,C1059,Vijay Agarwal,2024-06-16,North,Delhi,Rohini,Beauty & Personal Care,Hair Dryer,4,849.66,17.8,2793.68,1206.42,1587.26,56.82,Debit Card,Economy,Delivered,Small Business
ORD-1124,C1021,Rohan Verma,2024-06-16,West,Gujarat,Ahmedabad,Electronics,Laptop,3,75674.48,17.3,187748.38,128349.85,59398.53,31.64,Cash on Delivery,Same Day,Delivered,Corporate
ORD-1169,C1070,Bhavna Sinha,2024-06-18,West,Maharashtra,Pune,Fashion,Sunglasses,2,2963.47,30.5,4119.22,2344.9,1774.32,43.07,Net Banking,Express,Cancelled,Corporate
ORD-1275,C1062,Kavita Sinha,2024-06-18,South,Telangana,Nizamabad,Beauty & Personal Care,Perfume Set,2,301.71,24.9,453.17,182.14,271.03,59.81,Credit Card,Standard,Delivered,Consumer
ORD-1035,C1071,Deepa Chopra,2024-06-18,South,Kerala,Kozhikode,Fashion,Sports Shoes,5,2034.4,21.6,7974.85,3875.29,4099.56,51.41,Debit Card,Economy,Delivered,Small Business
ORD-1007,C1027,Tushar Shah,2024-06-24,East,West Bengal,Kolkata,Home & Kitchen,Mixer Grinder,1,18611.93,8.1,17104.36,9612.42,7491.94,43.8,Credit Card,Same Day,In Transit,Consumer
ORD-1133,C1069,Divya Mehta,2024-06-24,South,Tamil Nadu,Madurai,Home & Kitchen,LED Bulbs Pack,5,9545.25,24.1,36224.22,21775.32,14448.9,39.89,Cash on Delivery,Same Day,Returned,Small Business
ORD-1270,C1018,Suman Tiwari,2024-06-24,North,Delhi,Dwarka,Home & Kitchen,LED Bulbs Pack,5,14989.97,11.8,66105.77,45966.93,20138.84,30.46,Net Banking,Same Day,Cancelled,Home Office
ORD-1266,C1026,Rohan Tiwari,2024-06-24,South,Karnataka,Hubli,Beauty & Personal Care,Shampoo Combo,3,1740.46,36.1,3336.46,1293.53,2042.93,61.23,Net Banking,Economy,Delivered,Small Business
ORD-1135,C1051,Pooja Kumar,2024-06-25,West,Rajasthan,Udaipur,Books & Stationery,Notebook Set,3,270.62,15.1,689.27,328.05,361.22,52.41,Credit Card,Same Day,Delivered,Small Business
ORD-1257,C1045,Akash Saxena,2024-06-25,North,Uttar Pradesh,Kanpur,Beauty & Personal Care,Lipstick Pack,4,833.7,36.1,2130.94,1058.48,1072.46,50.33,Credit Card,Same Day,Returned,Small Business
ORD-1119,C1029,Usha Sinha,2024-06-26,South,Kerala,Kozhikode,Electronics,Smartphone,5,12918.82,3.3,62462.49,41508.33,20954.16,33.55,Cash on Delivery,Same Day,Cancelled,Corporate
ORD-1172,C1041,Pankaj Shah,2024-07-03,South,Karnataka,Bengaluru,Home & Kitchen,Pressure Cooker,4,17849.59,17.7,58760.85,38942.24,19818.61,33.73,UPI,Standard,Delivered,Home Office
ORD-1235,C1068,Divya Saxena,2024-07-05,South,Telangana,Hyderabad,Electronics,Tablet,5,56611.95,2.8,275134.08,171184.06,103950.02,37.78,UPI,Same Day,Returned,Corporate
ORD-1096,C1053,Sneha Pillai,2024-07-05,South,Kerala,Kochi,Fashion,Jeans,5,4102.51,10.0,18461.3,9404.53,9056.77,49.06,EMI,Express,Delivered,Consumer
ORD-1126,C1034,Sai Kulkarni,2024-07-06,North,Haryana,Faridabad,Sports & Fitness,Football,3,18876.84,26.2,41793.32,24138.44,17654.88,42.24,Net Banking,Same Day,Delivered,Corporate
ORD-1089,C1008,Priya Shah,2024-07-07,West,Rajasthan,Jodhpur,Sports & Fitness,Yoga Mat,3,17855.32,12.8,46709.52,27154.32,19555.2,41.87,Debit Card,Standard,Returned,Consumer
ORD-1097,C1025,Suman Kulkarni,2024-07-07,East,Jharkhand,Ranchi,Sports & Fitness,Treadmill,3,33802.76,24.6,76461.84,50672.44,25789.4,33.73,EMI,Economy,Delivered,Small Business
ORD-1066,C1059,Vijay Agarwal,2024-07-08,South,Karnataka,Bengaluru,Home & Kitchen,LED Bulbs Pack,1,2610.36,22.7,2017.81,1069.13,948.68,47.02,EMI,Economy,In Transit,Small Business
ORD-1278,C1012,Sunita Reddy,2024-07-09,North,Delhi,New Delhi,Books & Stationery,Fiction Novel,3,600.54,11.6,1592.63,835.11,757.52,47.56,Debit Card,Express,Delivered,Small Business
ORD-1226,C1052,Rohan Verma,2024-07-09,West,Maharashtra,Mumbai,Electronics,Laptop,1,66565.49,19.7,53452.09,33468.65,19983.44,37.39,EMI,Standard,In Transit,Corporate
ORD-1075,C1033,Suman Singh,2024-07-10,West,Gujarat,Surat,Home & Kitchen,LED Bulbs Pack,4,10516.54,6.9,39163.59,23258.79,15904.8,40.61,Credit Card,Economy,Delivered,Corporate
ORD-1131,C1080,Vijay Das,2024-07-13,West,Rajasthan,Udaipur,Sports & Fitness,Skipping Rope,2,25304.72,19.6,40689.99,21593.86,19096.13,46.93,Credit Card,Express,Delivered,Consumer
ORD-1306,C1057,Smita Mehta,2024-07-14,North,Delhi,Dwarka,Sports & Fitness,Resistance Bands Set,3,27583.84,12.5,72407.58,37331.24,35076.34,48.44,Net Banking,Standard,Delivered,Small Business
ORD-1112,C1047,Rasika Shah,2024-07-15,South,Karnataka,Bengaluru,Sports & Fitness,Football,1,4592.8,10.9,4092.18,2521.31,1570.87,38.39,Cash on Delivery,Standard,In Transit,Corporate
ORD-1269,C1014,Rohan Dubey,2024-07-15,East,Odisha,Bhubaneswar,Books & Stationery,Business Strategy Book,2,416.77,18.2,681.84,315.3,366.54,53.76,Cash on Delivery,Same Day,Delivered,Corporate
ORD-1245,C1070,Bhavna Sinha,2024-07-17,East,West Bengal,Howrah,Electronics,Bluetooth Speaker,4,38098.8,17.9,125116.46,81701.16,43415.3,34.7,Credit Card,Same Day,Delivered,Corporate
ORD-1156,C1018,Suman Tiwari,2024-07-17,South,Telangana,Nizamabad,Fashion,Jacket,1,2943.21,34.0,1942.52,1047.64,894.88,46.07,Credit Card,Same Day,Delivered,Home Office
ORD-1211,C1042,Vivaan Kapoor,2024-07-19,South,Telangana,Hyderabad,Home & Kitchen,Mixer Grinder,5,23038.94,24.5,86972.0,46458.96,40513.04,46.58,Cash on Delivery,Standard,Delivered,Consumer
ORD-1243,C1007,Arjun Patel,2024-07-20,South,Tamil Nadu,Coimbatore,Books & Stationery,Art Supplies Kit,5,471.37,9.2,2140.02,957.68,1182.34,55.25,Cash on Delivery,Economy,Delivered,Corporate
ORD-1176,C1001,Kavita Gupta,2024-07-21,East,Odisha,Rourkela,Books & Stationery,Sticky Notes Pack,5,963.34,11.9,4243.51,1812.39,2431.12,57.29,Debit Card,Economy,Cancelled,Home Office
ORD-1029,C1049,Rekha Singh,2024-07-22,North,Uttar Pradesh,Kanpur,Electronics,Keyboard,1,74367.86,11.5,65815.56,51441.79,14373.77,21.84,EMI,Express,Delivered,Corporate
ORD-1170,C1077,Ananya Verma,2024-07-22,North,Haryana,Gurugram,Electronics,DSLR Camera,2,67223.03,6.8,125303.73,94454.09,30849.64,24.62,Debit Card,Standard,Returned,Small Business
ORD-1165,C1035,Yash Saxena,2024-07-22,South,Karnataka,Bengaluru,Sports & Fitness,Dumbbell Pair,2,6879.24,18.2,11254.44,7278.68,3975.76,35.33,UPI,Same Day,Delivered,Consumer
ORD-1152,C1006,Neha Tiwari,2024-07-24,South,Karnataka,Bengaluru,Sports & Fitness,Yoga Mat,4,21002.91,22.6,65025.01,33082.24,31942.77,49.12,Net Banking,Express,In Transit,Home Office
ORD-1166,C1012,Sunita Reddy,2024-07-26,West,Gujarat,Vadodara,Fashion,Sports Shoes,1,3372.56,30.7,2337.18,1378.69,958.49,41.01,Net Banking,Economy,In Transit,Small Business
ORD-1225,C1004,Rohan Das,2024-07-26,North,Uttar Pradesh,Kanpur,Beauty & Personal Care,Shampoo Combo,1,2757.16,17.8,2266.39,1354.55,911.84,40.23,Net Banking,Express,Delivered,Consumer
ORD-1173,C1066,Akash Verma,2024-07-27,East,Jharkhand,Jamshedpur,Home & Kitchen,Mixer Grinder,2,2364.97,13.6,4086.67,2544.1,1542.57,37.75,UPI,Standard,Delivered,Corporate
ORD-1288,C1014,Rohan Dubey,2024-07-31,East,Odisha,Bhubaneswar,Electronics,DSLR Camera,2,36998.04,15.6,62452.69,46424.68,16028.01,25.66,UPI,Standard,Cancelled,Corporate
ORD-1183,C1038,Rekha Reddy,2024-07-31,East,Jharkhand,Jamshedpur,Books & Stationery,Coloring Book,5,311.04,20.0,1244.16,617.79,626.37,50.34,UPI,Standard,Cancelled,Corporate
ORD-1191,C1063,Suman Sinha,2024-07-31,East,West Bengal,Howrah,Fashion,Ethnic Kurta,4,4830.0,20.2,15417.36,8074.73,7342.63,47.63,EMI,Economy,Delivered,Small Business
ORD-1290,C1050,Ananya Patel,2024-08-02,South,Tamil Nadu,Madurai,Fashion,Casual T-Shirt,4,3390.35,23.2,10415.16,5004.08,5411.08,51.95,Cash on Delivery,Express,Delivered,Small Business
ORD-1189,C1050,Ananya Patel,2024-08-02,North,Uttar Pradesh,Kanpur,Electronics,Smartwatch,3,10062.35,7.5,27923.02,17543.24,10379.78,37.17,Cash on Delivery,Express,In Transit,Small Business
ORD-1024,C1050,Ananya Patel,2024-08-02,West,Goa,Vasco da Gama,Books & Stationery,Business Strategy Book,5,632.53,5.1,3001.35,1411.69,1589.66,52.96,Cash on Delivery,Express,Delivered,Small Business
ORD-1150,C1070,Bhavna Sinha,2024-08-05,South,Kerala,Kozhikode,Fashion,Ethnic Kurta,1,3854.04,34.4,2528.25,1303.95,1224.3,48.42,Cash on Delivery,Economy,Cancelled,Corporate
ORD-1042,C1026,Rohan Tiwari,2024-08-05,East,Jharkhand,Ranchi,Books & Stationery,Self-Help Book,3,1202.96,14.4,3089.2,1644.19,1445.01,46.78,UPI,Express,Returned,Small Business
ORD-1110,C1078,Kavita Sinha,2024-08-06,West,Gujarat,Vadodara,Home & Kitchen,Water Purifier,1,2185.71,18.2,1787.91,1014.51,773.4,43.26,Credit Card,Economy,Delivered,Consumer
ORD-1277,C1041,Pankaj Shah,2024-08-06,East,Bihar,Gaya,Electronics,Smartphone,2,70031.92,17.0,116252.99,78127.0,38125.99,32.8,EMI,Standard,Delivered,Home Office
ORD-1202,C1030,Amit Shah,2024-08-07,East,Bihar,Patna,Home & Kitchen,Pressure Cooker,1,10029.27,11.1,8916.02,5829.98,3086.04,34.61,EMI,Standard,Returned,Consumer
ORD-1030,C1069,Divya Mehta,2024-08-07,South,Karnataka,Hubli,Home & Kitchen,Pillow Set,1,19946.43,16.3,16695.16,8498.42,8196.74,49.1,EMI,Same Day,Delivered,Small Business
ORD-1084,C1074,Rohan Chopra,2024-08-07,East,West Bengal,Howrah,Books & Stationery,Business Strategy Book,4,126.24,18.8,410.03,234.71,175.32,42.76,Cash on Delivery,Economy,Returned,Small Business
ORD-1289,C1071,Deepa Chopra,2024-08-09,West,Goa,Vasco da Gama,Sports & Fitness,Badminton Racket,2,33742.15,5.1,64042.6,40508.13,23534.47,36.75,Cash on Delivery,Economy,In Transit,Small Business
ORD-1031,C1020,Arjun Das,2024-08-10,East,West Bengal,Howrah,Beauty & Personal Care,Moisturiser SPF,4,3849.03,29.1,10915.85,6082.06,4833.79,44.28,Credit Card,Same Day,In Transit,Corporate
ORD-1043,C1037,Sai Malhotra,2024-08-12,South,Telangana,Hyderabad,Electronics,Laptop,2,63576.18,11.9,112021.23,85679.22,26342.01,23.52,UPI,Economy,Returned,Consumer
ORD-1254,C1025,Suman Kulkarni,2024-08-14,North,Uttar Pradesh,Lucknow,Home & Kitchen,LED Bulbs Pack,3,6881.62,13.3,17899.09,11491.61,6407.48,35.8,Credit Card,Economy,Returned,Small Business
ORD-1146,C1066,Akash Verma,2024-08-16,South,Tamil Nadu,Coimbatore,Sports & Fitness,Football,1,23874.27,22.9,18407.06,10823.15,7583.91,41.2,UPI,Economy,Delivered,Corporate
ORD-1034,C1063,Suman Sinha,2024-08-17,North,Uttar Pradesh,Lucknow,Fashion,Saree,4,2909.33,12.2,10217.57,5303.16,4914.41,48.1,UPI,Standard,Delivered,Small Business
ORD-1190,C1041,Pankaj Shah,2024-08-18,West,Goa,Panaji,Beauty & Personal Care,Shampoo Combo,2,2286.41,24.7,3443.33,1325.94,2117.39,61.49,Cash on Delivery,Standard,Cancelled,Home Office
ORD-1032,C1036,Rajesh Nair,2024-08-18,West,Goa,Margao,Books & Stationery,Coloring Book,3,551.23,8.7,1509.82,886.15,623.67,41.31,Credit Card,Economy,In Transit,Consumer
ORD-1286,C1047,Rasika Shah,2024-08-19,East,West Bengal,Kolkata,Beauty & Personal Care,Nail Polish Kit,5,3104.55,28.0,11176.38,5914.14,5262.24,47.08,UPI,Standard,Cancelled,Corporate
ORD-1214,C1064,Lata Nair,2024-08-21,North,Haryana,Faridabad,Home & Kitchen,Bed Sheet Set,1,6721.15,24.5,5074.47,3237.8,1836.67,36.19,Cash on Delivery,Same Day,Delivered,Home Office
ORD-1072,C1039,Lata Mishra,2024-08-22,North,Punjab,Chandigarh,Fashion,Sunglasses,1,3718.04,32.3,2517.11,1421.48,1095.63,43.53,EMI,Standard,Delivered,Consumer
ORD-1309,C1071,Deepa Chopra,2024-08-24,South,Tamil Nadu,Madurai,Home & Kitchen,Non-Stick Cookware Set,1,4697.68,21.0,3711.17,2551.41,1159.76,31.25,EMI,Standard,Delivered,Small Business
ORD-1020,C1067,Vidya Sharma,2024-08-25,West,Gujarat,Ahmedabad,Books & Stationery,Business Strategy Book,1,1189.79,8.3,1091.04,611.88,479.16,43.92,UPI,Express,Cancelled,Corporate
ORD-1058,C1002,Nilesh Singh,2024-08-26,West,Gujarat,Surat,Sports & Fitness,Dumbbell Pair,2,16248.02,11.3,28823.99,15736.71,13087.28,45.4,Debit Card,Express,Delivered,Small Business
ORD-1143,C1016,Rasika Iyer,2024-08-26,East,Bihar,Gaya,Sports & Fitness,Skipping Rope,1,9302.05,14.0,7999.76,4340.15,3659.61,45.75,Debit Card,Express,Delivered,Small Business
ORD-1023,C1070,Bhavna Sinha,2024-08-26,North,Uttar Pradesh,Lucknow,Fashion,Saree,2,3620.17,6.9,6740.76,3383.19,3357.57,49.81,Net Banking,Standard,Delivered,Corporate
ORD-1159,C1064,Lata Nair,2024-08-26,South,Telangana,Warangal,Beauty & Personal Care,Face Wash,5,2647.58,19.3,10682.99,4699.57,5983.42,56.01,UPI,Economy,Cancelled,Home Office
ORD-1017,C1042,Vivaan Kapoor,2024-08-26,East,Jharkhand,Dhanbad,Electronics,Bluetooth Speaker,3,17446.47,15.7,44122.12,31826.71,12295.41,27.87,Net Banking,Economy,Returned,Consumer
ORD-1025,C1022,Kavita Yadav,2024-08-27,South,Telangana,Warangal,Beauty & Personal Care,Face Serum,4,1444.1,30.4,4020.37,1813.51,2206.86,54.89,Credit Card,Standard,Delivered,Home Office
ORD-1132,C1079,Smita Kulkarni,2024-08-29,North,Uttar Pradesh,Lucknow,Beauty & Personal Care,Nail Polish Kit,4,733.01,30.7,2031.9,919.63,1112.27,54.74,EMI,Standard,Returned,Consumer
ORD-1071,C1009,Usha Rao,2024-08-31,South,Telangana,Hyderabad,Fashion,Sports Shoes,1,895.77,17.6,738.11,316.22,421.89,57.16,Net Banking,Same Day,In Transit,Corporate
ORD-1240,C1013,Suman Mishra,2024-09-02,West,Goa,Vasco da Gama,Beauty & Personal Care,Hair Dryer,4,2048.37,21.4,6440.08,3133.14,3306.94,51.35,Cash on Delivery,Express,Delivered,Consumer
ORD-1122,C1054,Mohan Singh,2024-09-04,East,Bihar,Gaya,Fashion,Saree,3,2431.66,25.7,5420.17,2382.27,3037.9,56.05,Net Banking,Express,Delivered,Consumer
ORD-1198,C1059,Vijay Agarwal,2024-09-06,West,Maharashtra,Nagpur,Electronics,DSLR Camera,5,60184.35,13.9,259093.63,200917.65,58175.98,22.45,Debit Card,Standard,Cancelled,Small Business
ORD-1287,C1022,Kavita Yadav,2024-09-09,South,Karnataka,Mysuru,Home & Kitchen,Vacuum Cleaner,5,13145.23,19.0,53238.18,27155.26,26082.92,48.99,Credit Card,Economy,Delivered,Home Office
ORD-1053,C1020,Arjun Das,2024-09-10,West,Gujarat,Surat,Electronics,Wireless Earbuds,4,56654.05,16.2,189904.38,128606.24,61298.14,32.28,UPI,Express,In Transit,Corporate
ORD-1199,C1028,Sneha Nair,2024-09-10,North,Punjab,Chandigarh,Books & Stationery,Fountain Pen,1,1213.95,11.0,1080.42,641.37,439.05,40.64,Debit Card,Same Day,Cancelled,Corporate
ORD-1292,C1023,Swati Verma,2024-09-14,South,Tamil Nadu,Chennai,Sports & Fitness,Cycling Gloves,3,32257.47,8.3,88740.3,55717.49,33022.81,37.21,Cash on Delivery,Same Day,Returned,Small Business
ORD-1271,C1076,Meena Iyer,2024-09-15,South,Tamil Nadu,Coimbatore,Electronics,Smartwatch,2,58391.77,2.6,113747.17,84948.13,28799.04,25.32,Credit Card,Standard,Delivered,Consumer
ORD-1021,C1079,Smita Kulkarni,2024-09-15,North,Punjab,Amritsar,Beauty & Personal Care,Shampoo Combo,5,2442.49,38.5,7510.66,4302.53,3208.13,42.71,Net Banking,Economy,Delivered,Consumer
ORD-1256,C1060,Divya Gupta,2024-09-15,South,Karnataka,Bengaluru,Electronics,LED Monitor,1,73508.06,14.1,63143.42,41346.03,21797.39,34.52,Net Banking,Standard,Returned,Consumer
ORD-1263,C1046,Aditya Reddy,2024-09-16,North,Uttar Pradesh,Kanpur,Books & Stationery,Self-Help Book,5,993.64,12.1,4367.05,2568.41,1798.64,41.19,Debit Card,Express,Cancelled,Corporate
ORD-1104,C1070,Bhavna Sinha,2024-09-16,East,Odisha,Rourkela,Beauty & Personal Care,Hair Dryer,1,2165.42,20.8,1715.01,1009.03,705.98,41.16,Cash on Delivery,Standard,Delivered,Corporate
ORD-1086,C1010,Ajay Jain,2024-09-18,West,Goa,Vasco da Gama,Electronics,DSLR Camera,3,59867.74,4.4,171700.68,129775.42,41925.26,24.42,EMI,Standard,In Transit,Consumer
ORD-1297,C1023,Swati Verma,2024-09-20,East,Odisha,Rourkela,Fashion,Sports Shoes,4,1133.9,25.5,3379.02,1509.56,1869.46,55.33,UPI,Economy,Delivered,Small Business
ORD-1299,C1024,Vidya Reddy,2024-09-23,North,Haryana,Faridabad,Sports & Fitness,Badminton Racket,3,2736.25,22.7,6345.36,3772.77,2572.59,40.54,UPI,Express,Delivered,Home Office
ORD-1091,C1057,Smita Mehta,2024-09-25,West,Maharashtra,Pune,Books & Stationery,Data Science Handbook,5,1004.58,5.6,4741.62,2567.7,2173.92,45.85,Cash on Delivery,Express,Delivered,Small Business
ORD-1162,C1008,Priya Shah,2024-09-25,South,Telangana,Hyderabad,Fashion,Handbag,4,1165.02,31.7,3182.83,2061.14,1121.69,35.24,UPI,Standard,Cancelled,Consumer
ORD-1117,C1062,Kavita Sinha,2024-09-26,East,Jharkhand,Dhanbad,Fashion,Sunglasses,1,609.02,16.9,506.1,293.15,212.95,42.08,Net Banking,Economy,Cancelled,Consumer
ORD-1095,C1070,Bhavna Sinha,2024-09-26,West,Gujarat,Ahmedabad,Fashion,Jeans,1,1690.22,28.6,1206.82,635.9,570.92,47.31,UPI,Same Day,Cancelled,Corporate
ORD-1208,C1010,Ajay Jain,2024-09-27,West,Rajasthan,Udaipur,Electronics,Smartwatch,4,31362.14,4.8,119427.03,86897.07,32529.96,27.24,UPI,Same Day,Delivered,Consumer
ORD-1300,C1080,Vijay Das,2024-09-28,West,Maharashtra,Pune,Fashion,Ethnic Kurta,3,1856.01,13.8,4799.64,3060.14,1739.5,36.24,Net Banking,Standard,Delivered,Consumer
ORD-1083,C1049,Rekha Singh,2024-09-29,South,Tamil Nadu,Coimbatore,Home & Kitchen,Water Purifier,1,391.7,19.9,313.75,169.0,144.75,46.14,EMI,Express,In Transit,Corporate
ORD-1223,C1016,Rasika Iyer,2024-10-01,North,Uttar Pradesh,Lucknow,Sports & Fitness,Resistance Bands Set,2,3876.89,16.2,6497.67,3616.12,2881.55,44.35,Debit Card,Express,Delivered,Small Business
ORD-1195,C1077,Ananya Verma,2024-10-02,West,Gujarat,Vadodara,Fashion,Ethnic Kurta,2,4085.57,22.1,6365.32,3393.16,2972.16,46.69,Credit Card,Same Day,Returned,Small Business
ORD-1055,C1063,Suman Sinha,2024-10-04,West,Maharashtra,Pune,Books & Stationery,Art Supplies Kit,4,1435.8,14.4,4916.18,2839.03,2077.15,42.25,UPI,Standard,Delivered,Small Business
ORD-1233,C1064,Lata Nair,2024-10-04,East,West Bengal,Durgapur,Books & Stationery,Fountain Pen,5,889.05,13.4,3849.59,1684.76,2164.83,56.24,Debit Card,Express,Delivered,Home Office
ORD-1002,C1075,Mohan Joshi,2024-10-04,West,Rajasthan,Jodhpur,Books & Stationery,Art Supplies Kit,4,316.72,9.5,1146.53,680.74,465.79,40.63,UPI,Same Day,Delivered,Corporate
ORD-1160,C1034,Sai Kulkarni,2024-10-10,East,Odisha,Cuttack,Home & Kitchen,Ceiling Fan,1,14150.61,9.4,12820.45,6821.8,5998.65,46.79,Cash on Delivery,Economy,Delivered,Corporate
ORD-1285,C1066,Akash Verma,2024-10-14,West,Maharashtra,Nagpur,Sports & Fitness,Yoga Mat,1,27754.06,29.1,19677.63,12096.96,7580.67,38.52,Credit Card,Economy,Delivered,Corporate
ORD-1076,C1072,Sunita Jain,2024-10-14,North,Delhi,New Delhi,Beauty & Personal Care,Moisturiser SPF,3,3275.31,26.7,7202.41,3576.83,3625.58,50.34,Debit Card,Standard,Delivered,Corporate
ORD-1192,C1059,Vijay Agarwal,2024-10-16,South,Karnataka,Hubli,Electronics,Smartwatch,3,3389.45,4.5,9710.77,6387.1,3323.67,34.23,EMI,Economy,In Transit,Small Business
ORD-1255,C1068,Divya Saxena,2024-10-18,West,Rajasthan,Jaipur,Sports & Fitness,Dumbbell Pair,1,11027.08,17.7,9075.29,4759.24,4316.05,47.56,UPI,Express,Delivered,Corporate
ORD-1281,C1068,Divya Saxena,2024-10-22,West,Maharashtra,Pune,Beauty & Personal Care,Face Serum,1,1157.21,19.4,932.71,490.74,441.97,47.39,EMI,Express,Returned,Corporate
ORD-1180,C1062,Kavita Sinha,2024-10-25,East,Odisha,Cuttack,Books & Stationery,Fiction Novel,4,1204.71,6.1,4524.89,2706.52,1818.37,40.19,Net Banking,Economy,In Transit,Consumer
ORD-1130,C1054,Mohan Singh,2024-10-25,East,Jharkhand,Dhanbad,Sports & Fitness,Cycling Gloves,4,28588.06,14.2,98114.22,60956.91,37157.31,37.87,Debit Card,Standard,In Transit,Consumer
ORD-1064,C1034,Sai Kulkarni,2024-10-26,East,West Bengal,Howrah,Electronics,Bluetooth Speaker,5,10588.23,7.4,49023.5,36757.93,12265.57,25.02,Net Banking,Same Day,Delivered,Corporate
ORD-1186,C1058,Tushar Jain,2024-10-30,South,Kerala,Kozhikode,Fashion,Jeans,4,2159.24,27.1,6296.34,3908.61,2387.73,37.92,Net Banking,Economy,Delivered,Small Business
ORD-1249,C1019,Sneha Malhotra,2024-10-31,South,Tamil Nadu,Chennai,Fashion,Formal Shirt,4,668.33,25.5,1991.62,897.18,1094.44,54.95,Debit Card,Same Day,Returned,Small Business
ORD-1033,C1036,Rajesh Nair,2024-11-01,West,Rajasthan,Jaipur,Beauty & Personal Care,Nail Polish Kit,2,2027.07,20.6,3218.99,1334.55,1884.44,58.54,EMI,Same Day,In Transit,Consumer
ORD-1080,C1073,Rohan Rao,2024-11-01,South,Kerala,Thiruvananthapuram,Beauty & Personal Care,Nail Polish Kit,2,1574.7,31.6,2154.19,1172.33,981.86,45.58,UPI,Standard,Delivered,Home Office
ORD-1157,C1078,Kavita Sinha,2024-11-04,East,West Bengal,Howrah,Home & Kitchen,Mixer Grinder,5,18169.7,8.8,82853.83,46320.39,36533.44,44.09,UPI,Standard,Delivered,Consumer
ORD-1090,C1042,Vivaan Kapoor,2024-11-05,North,Punjab,Ludhiana,Sports & Fitness,Badminton Racket,1,15850.73,25.2,11856.35,7319.29,4537.06,38.27,Net Banking,Express,Delivered,Consumer
ORD-1044,C1042,Vivaan Kapoor,2024-11-05,East,Jharkhand,Jamshedpur,Sports & Fitness,Badminton Racket,4,15434.01,20.0,49388.83,32601.38,16787.45,33.99,Debit Card,Standard,Delivered,Consumer
ORD-1060,C1007,Arjun Patel,2024-11-06,East,Bihar,Muzaffarpur,Home & Kitchen,Air Fryer,4,7007.11,16.3,23459.8,15269.42,8190.38,34.91,EMI,Economy,Cancelled,Corporate
ORD-1144,C1059,Vijay Agarwal,2024-11-06,East,West Bengal,Durgapur,Home & Kitchen,Water Purifier,5,5677.06,24.1,21544.44,13038.7,8505.74,39.48,Debit Card,Economy,Returned,Small Business
ORD-1073,C1042,Vivaan Kapoor,2024-11-07,West,Goa,Margao,Books & Stationery,Data Science Handbook,4,1097.36,11.7,3875.88,2247.44,1628.44,42.01,Credit Card,Standard,Delivered,Consumer
ORD-1252,C1080,Vijay Das,2024-11-07,East,Jharkhand,Dhanbad,Beauty & Personal Care,Lipstick Pack,5,1971.23,15.2,8358.02,3767.32,4590.7,54.93,EMI,Economy,Delivered,Consumer
ORD-1259,C1033,Suman Singh,2024-11-07,West,Maharashtra,Nagpur,Electronics,LED Monitor,2,52071.83,12.0,91646.42,55142.99,36503.43,39.83,Debit Card,Same Day,Delivered,Corporate
ORD-1274,C1026,Rohan Tiwari,2024-11-07,East,Odisha,Cuttack,Electronics,Gaming Mouse,5,10124.58,2.3,49458.57,30726.27,18732.3,37.87,Credit Card,Same Day,Cancelled,Small Business
ORD-1282,C1072,Sunita Jain,2024-11-09,East,West Bengal,Howrah,Books & Stationery,Self-Help Book,4,584.05,15.1,1983.43,946.05,1037.38,52.3,UPI,Standard,Returned,Corporate
ORD-1280,C1046,Aditya Reddy,2024-11-09,South,Karnataka,Mysuru,Sports & Fitness,Football,5,23808.08,9.5,107731.56,61229.79,46501.77,43.16,UPI,Express,Delivered,Corporate
ORD-1006,C1039,Lata Mishra,2024-11-09,South,Telangana,Hyderabad,Home & Kitchen,Mixer Grinder,2,9364.27,8.2,17192.8,11749.97,5442.83,31.66,EMI,Standard,Returned,Consumer
ORD-1078,C1080,Vijay Das,2024-11-10,North,Haryana,Hisar,Home & Kitchen,Mixer Grinder,3,14437.68,21.1,34173.99,23441.11,10732.88,31.41,EMI,Standard,In Transit,Consumer
